Table Name,Table Description,Column Name,Column Description,Data Element,Checktable,Datatype,Length,Decimals,Table Description Short,Column Description Short
EBAN,Purchase Requisition,OIO_REF_BANFN,Reference requisition number,OIO_REF_BANFN,,CHAR,10,0,Purchase Requisition,reference_requisition_num
EBAN,Purchase Requisition,OIO_REF_BNFPO,Reference requisition item,OIO_REF_BNFPO,,NUMC,5,0,Purchase Requisition,reference_requisition_ite
EBAN,Purchase Requisition,OIO_HOLD,Indicator: Hold Delivery Onshore,OIO_HOLD,,CHAR,1,0,Purchase Requisition,indicator_hold_delivery_o
EBKN,Purchase Requisition Account Assignment,MANDT,Client,MANDT,T000,CLNT,3,0,Purchase Requisition Account Assignment,client
EBKN,Purchase Requisition Account Assignment,BANFN,Purchase Requisition Number,BANFN,,CHAR,10,0,Purchase Requisition Account Assignment,purchase_requisition_numb
EBKN,Purchase Requisition Account Assignment,BNFPO,Item Number of Purchase Requisition,BNFPO,EBAN,NUMC,5,0,Purchase Requisition Account Assignment,item_number_of_purchase_r
EBKN,Purchase Requisition Account Assignment,ZEBKN,Serial number for PReq account assignment segment,DZEBKN,,NUMC,2,0,Purchase Requisition Account Assignment,serial_number_for_preq_ac
EBKN,Purchase Requisition Account Assignment,LOEKZ,Deletion Indicator in Purchasing Document,ELOEK,,CHAR,1,0,Purchase Requisition Account Assignment,deletion_indicator_in_pur
EBKN,Purchase Requisition Account Assignment,ERDAT,Date on Which Record Was Created,ERDAT,,DATS,8,0,Purchase Requisition Account Assignment,date_on_which_record_was_
EBKN,Purchase Requisition Account Assignment,ERNAM,Name of Person who Created the Object,ERNAM,,CHAR,12,0,Purchase Requisition Account Assignment,name_of_person_who_create
EBKN,Purchase Requisition Account Assignment,MENGE,Purchase Requisition Quantity,BAMNG,,QUAN,13,3,Purchase Requisition Account Assignment,purchase_requisition_quan
EBKN,Purchase Requisition Account Assignment,VPROZ,Distribution Percentage in Case of Multiple Account Assgt,VPROZ,,DEC,3,1,Purchase Requisition Account Assignment,distribution_percentage_i
EBKN,Purchase Requisition Account Assignment,SAKTO,G/L Account Number,SAKNR,SKA1,CHAR,10,0,Purchase Requisition Account Assignment,g_l_account_number
EBKN,Purchase Requisition Account Assignment,GSBER,Business Area,GSBER,TGSB,CHAR,4,0,Purchase Requisition Account Assignment,business_area
EBKN,Purchase Requisition Account Assignment,KOSTL,Cost Center,KOSTL,CSKS,CHAR,10,0,Purchase Requisition Account Assignment,cost_center
EBKN,Purchase Requisition Account Assignment,PROJN,Old: Project number : No longer used --> PS_POSNR,PROJN,,CHAR,16,0,Purchase Requisition Account Assignment,old_project_number__no_lo
EBKN,Purchase Requisition Account Assignment,VBELN,Sales and Distribution Document Number,VBELN,VBUK,CHAR,10,0,Purchase Requisition Account Assignment,sales_and_distribution_do
EBKN,Purchase Requisition Account Assignment,VBELP,Sales Document Item,POSNR_VA,VBUP,NUMC,6,0,Purchase Requisition Account Assignment,sales_document_item
EBKN,Purchase Requisition Account Assignment,VETEN,Delivery Schedule Line Number,ETENR,VBEP,NUMC,4,0,Purchase Requisition Account Assignment,delivery_schedule_line_nu
EBKN,Purchase Requisition Account Assignment,ANLN1,Main Asset Number,ANLN1,ANLH,CHAR,12,0,Purchase Requisition Account Assignment,main_asset_number
EBKN,Purchase Requisition Account Assignment,ANLN2,Asset Subnumber,ANLN2,ANLA,CHAR,4,0,Purchase Requisition Account Assignment,asset_subnumber
EBKN,Purchase Requisition Account Assignment,AUFNR,Order Number,AUFNR,AUFK,CHAR,12,0,Purchase Requisition Account Assignment,order_number
EBKN,Purchase Requisition Account Assignment,WEMPF,Goods Recipient/Ship-To Party,WEMPF,,CHAR,12,0,Purchase Requisition Account Assignment,goods_recipient_ship_to_p
EBKN,Purchase Requisition Account Assignment,ABLAD,Unloading Point,ABLAD,,CHAR,25,0,Purchase Requisition Account Assignment,unloading_point
EBKN,Purchase Requisition Account Assignment,KOKRS,Controlling Area,KOKRS,TKA01,CHAR,4,0,Purchase Requisition Account Assignment,controlling_area
EBKN,Purchase Requisition Account Assignment,XBKST,Posting to cost center?,XBKST,,CHAR,1,0,Purchase Requisition Account Assignment,posting_to_cost_center?
EBKN,Purchase Requisition Account Assignment,XBAUF,Post To Order,XBAUF,,CHAR,1,0,Purchase Requisition Account Assignment,post_to_order
EBKN,Purchase Requisition Account Assignment,XBPRO,Post to project,XBPRO,,CHAR,1,0,Purchase Requisition Account Assignment,post_to_project
EBKN,Purchase Requisition Account Assignment,KSTRG,Cost Object,KSTRG,,CHAR,12,0,Purchase Requisition Account Assignment,cost_object
EBKN,Purchase Requisition Account Assignment,PAOBJNR,Profitability Segment Number (CO-PA),RKEOBJNR,,NUMC,10,0,Purchase Requisition Account Assignment,profitability_segment_num
EBKN,Purchase Requisition Account Assignment,PRCTR,Profit Center,PRCTR,,CHAR,10,0,Purchase Requisition Account Assignment,profit_center
EBKN,Purchase Requisition Account Assignment,PS_PSP_PNR,Work Breakdown Structure Element (WBS Element),PS_PSP_PNR,PRPS,NUMC,8,0,Purchase Requisition Account Assignment,work_breakdown_structure_
EBKN,Purchase Requisition Account Assignment,NPLNR,Network Number for Account Assignment,NPLNR,AUFK,CHAR,12,0,Purchase Requisition Account Assignment,network_number_for_accoun
EBKN,Purchase Requisition Account Assignment,AUFPL,Routing number of operations in the order,CO_AUFPL,,NUMC,10,0,Purchase Requisition Account Assignment,routing_number_of_operati
EBKN,Purchase Requisition Account Assignment,IMKEY,Internal Key for Real Estate Object,IMKEY,,CHAR,8,0,Purchase Requisition Account Assignment,internal_key_for_real_est
EBKN,Purchase Requisition Account Assignment,APLZL,Internal counter,CIM_COUNT,,NUMC,8,0,Purchase Requisition Account Assignment,internal_counter
EBKN,Purchase Requisition Account Assignment,VPTNR,Partner account number,JV_PART,KNA1,CHAR,10,0,Purchase Requisition Account Assignment,partner_account_number
EBKN,Purchase Requisition Account Assignment,FIPOS,Commitment Item,FIPOS,FMFPO,CHAR,14,0,Purchase Requisition Account Assignment,commitment_item
EBKN,Purchase Requisition Account Assignment,RECID,Recovery Indicator,JV_RECIND,,CHAR,2,0,Purchase Requisition Account Assignment,recovery_indicator
EBKN,Purchase Requisition Account Assignment,FISTL,Funds Center,FISTL,,CHAR,16,0,Purchase Requisition Account Assignment,funds_center
EBKN,Purchase Requisition Account Assignment,GEBER,Fund,BP_GEBER,,CHAR,10,0,Purchase Requisition Account Assignment,fund
EBKN,Purchase Requisition Account Assignment,FKBER,Functional Area,FKBER,,CHAR,16,0,Purchase Requisition Account Assignment,functional_area
EBKN,Purchase Requisition Account Assignment,DABRZ,Reference Date for Settlement,DABRBEZ,,DATS,8,0,Purchase Requisition Account Assignment,reference_date_for_settle
EBKN,Purchase Requisition Account Assignment,NETWR,Net Order Value in PO Currency,BWERT,,CURR,13,2,Purchase Requisition Account Assignment,net_order_value_in_po_cur
EBKN,Purchase Requisition Account Assignment,AUFPL_ORD,Routing number of operations in the order,CO_AUFPL,,NUMC,10,0,Purchase Requisition Account Assignment,routing_number_of_operati
EBKN,Purchase Requisition Account Assignment,APLZL_ORD,General counter for order,CO_APLZL,,NUMC,8,0,Purchase Requisition Account Assignment,general_counter_for_order
EBKN,Purchase Requisition Account Assignment,KBLNR,Document Number for Earmarked Funds,KBLNR,,CHAR,10,0,Purchase Requisition Account Assignment,document_number_for_earma
EBKN,Purchase Requisition Account Assignment,KBLPOS,Earmarked Funds: Document Item,KBLPOS,,NUMC,3,0,Purchase Requisition Account Assignment,earmarked_funds_document_
EBKN,Purchase Requisition Account Assignment,LSTAR,Activity Type,LSTAR,CSLA,CHAR,6,0,Purchase Requisition Account Assignment,activity_type
EBKN,Purchase Requisition Account Assignment,PRZNR,Business Process,CO_PRZNR,CBPR,CHAR,12,0,Purchase Requisition Account Assignment,business_process
EBKN,Purchase Requisition Account Assignment,GRANT_NBR,Grant,GM_GRANT_NBR,,CHAR,20,0,Purchase Requisition Account Assignment,grant
EBKN,Purchase Requisition Account Assignment,FM_SPLIT_BATCH,Batch to group results from an PSM assignment distribution,FMSP_SPLIT_BATCH,,NUMC,3,0,Purchase Requisition Account Assignment,batch_to_group_results_fr
EBKN,Purchase Requisition Account Assignment,FM_SPLIT_BEGRU,Authorization group for PSM account assignment distribution,FMSP_SPLIT_AUTG,,CHAR,4,0,Purchase Requisition Account Assignment,authorization_group_for_p
EBKN,Purchase Requisition Account Assignment,BUDGET_PD,FM: Budget Period,FM_BUDGET_PERIOD,,CHAR,10,0,Purchase Requisition Account Assignment,fm_budget_period
EBKN,Purchase Requisition Account Assignment,EGRUP,Equity group,JV_EGROUP,,CHAR,3,0,Purchase Requisition Account Assignment,equity_group
EBKN,Purchase Requisition Account Assignment,VNAME,Joint Venture,JV_NAME,,CHAR,6,0,Purchase Requisition Account Assignment,joint_venture
EBKN,Purchase Requisition Account Assignment,TCOBJNR,Object number,J_OBJNR,,CHAR,22,0,Purchase Requisition Account Assignment,object_number
EBKN,Purchase Requisition Account Assignment,DATEOFSERVICE,Date of Service,VVBEACTDATE,,DATS,8,0,Purchase Requisition Account Assignment,date_of_service
EBKN,Purchase Requisition Account Assignment,NOTAXCORR,Do Not Consider Item in Input Tax Correction,VVREITNOTAXCORR,,CHAR,1,0,Purchase Requisition Account Assignment,do_not_consider_item_in_i
EBKN,Purchase Requisition Account Assignment,DIFFOPTRATE,Real estate option rate,POPTSATZ,,DEC,9,6,Purchase Requisition Account Assignment,real_estate_option_rate
EBKN,Purchase Requisition Account Assignment,HASDIFFOPTRATE,Use Different Option Rate,VVREITUSEDIFFOPTRATE,,CHAR,1,0,Purchase Requisition Account Assignment,use_different_option_rate
EBUB,Index for Stock Transport Requisitions for Material,MANDT,Client,MANDT,T000,CLNT,3,0,Index for Stock Transport Requisitions for Material,client
EBUB,Index for Stock Transport Requisitions for Material,MATNR,Material Number,MATNR,MARA,CHAR,18,0,Index for Stock Transport Requisitions for Material,material_number
EBUB,Index for Stock Transport Requisitions for Material,RESWK,Supplying (Issuing) Plant in Stock Transport Order,RESWK,T001W,CHAR,4,0,Index for Stock Transport Requisitions for Material,supplying__issuing__plant
EBUB,Index for Stock Transport Requisitions for Material,BANFN,Purchase Requisition Number,BANFN,,CHAR,10,0,Index for Stock Transport Requisitions for Material,purchase_requisition_numb
EBUB,Index for Stock Transport Requisitions for Material,BNFPO,Item Number of Purchase Requisition,BNFPO,EBAN,NUMC,5,0,Index for Stock Transport Requisitions for Material,item_number_of_purchase_r
EIKP,Foreign Trade: Export/Import Header Data,MANDT,Client,MANDT,T000,CLNT,3,0,Foreign Trade: Export/Import Header Data,client
EIKP,Foreign Trade: Export/Import Header Data,EXNUM,Number of foreign trade data in MM and SD documents,EXNUM,,CHAR,10,0,Foreign Trade: Export/Import Header Data,number_of_foreign_trade_d
EIKP,Foreign Trade: Export/Import Header Data,ALAND,Delivering country,HLAND,T005,CHAR,3,0,Foreign Trade: Export/Import Header Data,delivering_country
EIKP,Foreign Trade: Export/Import Header Data,EXPVZ,Mode of Transport for Foreign Trade,EXPVZ,T618,CHAR,1,0,Foreign Trade: Export/Import Header Data,mode_of_transport_for_for
EIKP,Foreign Trade: Export/Import Header Data,ZOLLA,Customs Office: Office of Exit/Entry for Foreign Trade,DZOLLS,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_office_of_
EIKP,Foreign Trade: Export/Import Header Data,ZOLLB,Customs office: Office of destination for foreign trade,DZOLLB,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_office_of_
EIKP,Foreign Trade: Export/Import Header Data,ZOLL1,Customs office: Customs office 1 for foreign trade,DZOLL1,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_customs_of
EIKP,Foreign Trade: Export/Import Header Data,ZOLL2,Customs office: Customs office 2 for foreign trade,DZOLL2,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_customs_of
EIKP,Foreign Trade: Export/Import Header Data,ZOLL3,Customs office: Customs office 3 for foreign trade,DZOLL3,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_customs_of
EIKP,Foreign Trade: Export/Import Header Data,ZOLL4,Customs office: Customs office 4 for foreign trade,DZOLL4,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_customs_of
EIKP,Foreign Trade: Export/Import Header Data,ZOLL5,Customs office: Customs office 5 for foreign trade,DZOLL5,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_customs_of
EIKP,Foreign Trade: Export/Import Header Data,ZOLL6,Customs office: Customs office 6 for foreign trade,DZOLL6,T615,CHAR,6,0,Foreign Trade: Export/Import Header Data,customs_office_customs_of
EIKP,Foreign Trade: Export/Import Header Data,KZGBE,Indicator for means of transport crossing the border,KZGBE,,CHAR,30,0,Foreign Trade: Export/Import Header Data,indicator_for_means_of_tr
EIKP,Foreign Trade: Export/Import Header Data,KZABE,Indicator for the means of transport at departure,KZABE,,CHAR,30,0,Foreign Trade: Export/Import Header Data,indicator_for_the_means_o
EIKP,Foreign Trade: Export/Import Header Data,STGBE,Origin of Means of Transport when Crossing the Border,STGBE,T005,CHAR,3,0,Foreign Trade: Export/Import Header Data,origin_of_means_of_transp
EIKP,Foreign Trade: Export/Import Header Data,STABE,Country of Origin of the Means of Transport at Departure,STABE,T005,CHAR,3,0,Foreign Trade: Export/Import Header Data,country_of_origin_of_the_
EIKP,Foreign Trade: Export/Import Header Data,CONTA,ID: Goods cross border in a container,CONTA,,CHAR,1,0,Foreign Trade: Export/Import Header Data,id_goods_cross_border_in_
EIKP,Foreign Trade: Export/Import Header Data,GRWCU,Currency of statistical values for foreign trade,GRWCU,TCURC,CUKY,5,0,Foreign Trade: Export/Import Header Data,currency_of_statistical_v
EIKP,Foreign Trade: Export/Import Header Data,IEVER,Domestic Mode of Transport for Foreign Trade,IEVER,T618,CHAR,1,0,Foreign Trade: Export/Import Header Data,domestic_mode_of_transpor
EIKP,Foreign Trade: Export/Import Header Data,SEGAL,Exclusion/Inclusion indicator for declara. to authorities,SEGAL,T609A,CHAR,2,0,Foreign Trade: Export/Import Header Data,exclusion_inclusion_indic
EIKP,Foreign Trade: Export/Import Header Data,WZOCU,Currency of customs values for import procg in foreign trade,WZOCU,TCURC,CUKY,5,0,Foreign Trade: Export/Import Header Data,currency_of_customs_value
EIKP,Foreign Trade: Export/Import Header Data,PRONU,Invoice: Number of invoice document for import processing,PRONU,,CHAR,25,0,Foreign Trade: Export/Import Header Data,invoice_number_of_invoice
EIKP,Foreign Trade: Export/Import Header Data,PRODA,Invoice: Date of invoice document for import processing,PRODA,,DATS,8,0,Foreign Trade: Export/Import Header Data,invoice_date_of_invoice_d
EIKP,Foreign Trade: Export/Import Header Data,VORPA,Preliminary document: Document type for foreign trade procg,VORPA,T610VA,CHAR,10,0,Foreign Trade: Export/Import Header Data,preliminary_document_docu
EIKP,Foreign Trade: Export/Import Header Data,VORDA,Preliminary document: Date of preliminary doc.f.import procg,VORDA,,DATS,8,0,Foreign Trade: Export/Import Header Data,preliminary_document_date
EIKP,Foreign Trade: Export/Import Header Data,VORNU,Preliminary document: No. of preliminary doc.f.import procg,VORNU,,CHAR,25,0,Foreign Trade: Export/Import Header Data,preliminary_document_no_o
EIKP,Foreign Trade: Export/Import Header Data,BEHOE,Preliminary doc.: Issuing authority of relevant prelim.doc.,VOHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import Header Data,preliminary_doc_issuing_a
EIKP,Foreign Trade: Export/Import Header Data,KENNU,Preliminary document: Customs office/ID number for import,KENNU,,CHAR,6,0,Foreign Trade: Export/Import Header Data,preliminary_document_cust
EIKP,Foreign Trade: Export/Import Header Data,VOISO,Prelim. doc.: ISO code of ctry issuing the preliminary doc.,VOISO,,CHAR,2,0,Foreign Trade: Export/Import Header Data,prelim_doc_iso_code_of_ct
EIKP,Foreign Trade: Export/Import Header Data,PREFPACOD,"Preference code for foreign trade (decl.to author., import)",PREFPACOD,T604C,CHAR,3,0,Foreign Trade: Export/Import Header Data,preference_code_for_forei
EIKP,Foreign Trade: Export/Import Header Data,PREFA,Preference: Preference type for foreign trade,PREFA,T610PA,CHAR,10,0,Foreign Trade: Export/Import Header Data,preference_preference_typ
EIKP,Foreign Trade: Export/Import Header Data,PREFN,Preference: Official number of preference document - Import,PREFN,,CHAR,25,0,Foreign Trade: Export/Import Header Data,preference_official_numbe
EIKP,Foreign Trade: Export/Import Header Data,PREDU,Preference: Date of preference document for import procg,PREDU,,DATS,8,0,Foreign Trade: Export/Import Header Data,preference_date_of_prefer
EIKP,Foreign Trade: Export/Import Header Data,PRISO,Preference: ISO code of country issuing the preference doc.,PRISO,,CHAR,2,0,Foreign Trade: Export/Import Header Data,preference_iso_code_of_co
EIKP,Foreign Trade: Export/Import Header Data,PRHOE,Preference: Issuing authoritiy for relevant preference doc.,PRHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import Header Data,preference_issuing_author
EIKP,Foreign Trade: Export/Import Header Data,PRUEL,Preference: Validity date of preference document for import,PRUEL,,DATS,8,0,Foreign Trade: Export/Import Header Data,preference_validity_date_
EIKP,Foreign Trade: Export/Import Header Data,NACAR,Verification documents: Type of certificate for import,NACAR,T610NA,CHAR,10,0,Foreign Trade: Export/Import Header Data,verification_documents_ty
EIKP,Foreign Trade: Export/Import Header Data,NACNU,Verification docs: Official no. of verific. doc. - Import,NACNU,,CHAR,25,0,Foreign Trade: Export/Import Header Data,verification_docs_officia
EIKP,Foreign Trade: Export/Import Header Data,NACDA,Verification documents: Date of verif.doc. for import procg,NACDA,,DATS,8,0,Foreign Trade: Export/Import Header Data,verification_documents_da
EIKP,Foreign Trade: Export/Import Header Data,NAISO,Verification doc: ISO code of ctry supplying verific.doc.,NAISO,,CHAR,2,0,Foreign Trade: Export/Import Header Data,verification_doc_iso_code
EIKP,Foreign Trade: Export/Import Header Data,NAHOE,Verification documents: Issuing authority for relev. verif.,NAHOE,T610O,CHAR,10,0,Foreign Trade: Export/Import Header Data,verification_documents_is
EIKP,Foreign Trade: Export/Import Header Data,NAUEL,Verification docs: Validity date of verific.doc. for import,NAUEL,,DATS,8,0,Foreign Trade: Export/Import Header Data,verification_docs_validit
EIKP,Foreign Trade: Export/Import Header Data,TEXT1,Comments: Text for foreign trade processing,TXTFT,,CHAR,40,0,Foreign Trade: Export/Import Header Data,comments_text_for_foreign
EIKP,Foreign Trade: Export/Import Header Data,TEXT2,Comments: Text for foreign trade processing,TXTFT,,CHAR,40,0,Foreign Trade: Export/Import Header Data,comments_text_for_foreign
EIKP,Foreign Trade: Export/Import Header Data,TEXT3,Comments: Text for foreign trade processing,TXTFT,,CHAR,40,0,Foreign Trade: Export/Import Header Data,comments_text_for_foreign
EIKP,Foreign Trade: Export/Import Header Data,EXDAR,Export document: Export document type for foreign trade,EXDAR,T610VA,CHAR,10,0,Foreign Trade: Export/Import Header Data,export_document_export_do
